來源網站,集團,品牌,標題,店家地址,評論標題,發布時間,文章內容,評分,Lat,Lon
Tripadvisor,王品,西堤牛排,新店民權店,新北市新店區民權路82號2樓,大推丁骨豬排及燉牛肉,2015/7/31,好幾年前吃過一次西堤的牛排後，就再也沒上門過，對於他家的餐點原本沒有帶多好感。這次真的完全改觀！在等候家人的時間，服務生送上可口酥脆的焦糖爆米花，還可以續碗。我點的主餐是義式丁骨豬排，其他的家人則是點時蔬燉牛肉、爆蒜牛排及原塊牛排。丁骨豬排出乎意料之外的軟嫩，卻有Q彈的口感。因為餐點份量太多，主餐雖然只吃了一半，但印象深刻...到很想再『回桌』，燉牛肉也得到相當多的掌聲。牛排部分則是停留在以往的印象，可能是有些細筋的關係，無論是5分或7分熟，仍然無法有太好的表現。餐點的份量絕對可以餵飽一個壯漢，服務人員頻頻表示，沒吃完的可以幫我們外帶，感到不好意思的我們因此將沒吃完的主餐包回家給家人當晚餐。令人驚豔的是，豬排或燉牛肉並未因微波而流失水分，原本較沒口感的牛排反而在微波後出現更佳的口感~~以後西堤可以成為我們家的常備餐館了！更多,5,24.9830433,121.5372241
Tripadvisor,王品,西堤牛排,三峽學成店,新北三峽區學成路398號3樓,愉快的用餐經驗,2018/10/14,餐廳的氛圍營造得不錯，服務人員很主動也很親切。點餐的時候用心介紹，餐點送餐很準確，出餐速度掌握得很好。從前菜、飲料、湯品到主菜，每一樣都美味。很推薦！,4,24.944318,24.944318
Tripadvisor,王品,西堤牛排,三峽學成店,新北三峽區學成路398號3樓,家人好評,2017/2/18,這次大年初一有帶長輩出門，一直很擔心找的餐廳不合長輩胃口，到了現場櫃檯先是協助我解決了擔心的問題，更意外專屬我們的年輕桌邊服務生大受每一位家人的好評，對比其他分店三峽店的餐點更是讓我們備感驚喜，真是一份美好的用餐體驗。,4,24.944318,24.944318
Tripadvisor,王品,西堤牛排,三峽學成店,新北三峽區學成路398號3樓,用餐短評,2015/9/12,今日和家人久違的到三峽西堤用餐，雖然菜單有些更動，但美味依舊，氣氛也很不錯，服務員的辛勤更是讓人印象深刻，感謝西堤給我們一次段愉快的用餐時光。,5,24.944318,24.944318
Tripadvisor,王品,西堤牛排,三峽學成店,新北三峽區學成路398號3樓,讚,2015/9/12,很好吃，員工服務態度也很好，有任何問題都會馬上處理，停車和交通方面都很方便，很適合來這邊慶生或是與親朋好友聚餐,5,24.944318,24.944318
Tripadvisor,王品,西堤牛排,三峽學成店,新北三峽區學成路398號3樓,好吃的在三峽地區是最好的,2015/4/20,"我找不到好吃的列表在三峽, 這是我吃過兩次的餐廳。 我去了兩次, 在臺北有很多選擇, 足以說服你去試一試。 這_的食物是一流的品質和豐富的氣氛很高檔, 但是價格合理的令人震驚的。我們每個人都有七個菜（八道菜如果包括亞歷山德森）, 價格看起來真是太好了。 基本上, 我們兩個人都有相當於美國略少於$40, 和我們的飯真是不可能找到在附近這家的質量和價格韓國法。我喜歡的是芒果沙冰, 南瓜湯, 蘑菇奶油, sawa 的熱帶水果, 沙拉, 開胃菜, 芒果布丁和烤鴨子。 每道菜都是一個真正的感覺到這家餐館的名字。 小鴨的, 特別是, 鮮嫩和令人垂涎的。如果這還不夠, 服務很壯觀。 我很驚訝我們的女服務員悄悄地回自己的桌子和, 我剛看到貝勒堡切割, 問她是否可以給我帶來另一部分的一端可能是因_她覺得我可以稍微俯瞰！ 我一再向她保證一切都很好。 她問我是不是某些和她離開我才放心。 令人驚歎的服務是我們這麼多的所謂高檔餐廳在美國恥。 女服務員的功勞, 她的眼光是正確的一個小部分貝勒堡（一口）果真埃卡做的很對, 但這也沒什麼其他的切割完美的關注了。好的, 我告訴她我很喜歡玻璃的薩瓦, 結果她就給我們一小罐上的房子。“好”只告訴一半的故事。 它還應被命名_“親切。”",5,24.944318,24.944318
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,聚餐過生日的好地方,2019/7/10,餐點維持往日的水平，服務生訓練優良，今年二月間用餐時，湯品出現一小片塑膠袋，服務生立刻轉告主管，傳達速度非常快，並且指示換一盤新湯品給我，(可能塑膠袋是跟整鍋一起煮)所以我不想再喝湯了，這小小的失誤並不會影響我對西堤的評價，我相信主管會更謹慎要求廚房工作環節的,4,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,優秀,2019/2/7,在晚餐時有一個美妙的套餐。從開胃菜到甜點的很多課程，非常熟，甚至更好的呈現。和價格？無與倫比！,5,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,菜色多樣化,2019/1/23,鄰近中央公園，位於二樓室內，寬敞、座位多，菜色多樣化、也會不定時更換菜單，讓人每次來都有不同的驚艷跟感受，一些美中不足的地方大概是提拉米蘇有點太甜。,4,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,數量巨大，味道好！,2018/12/27,我來參加平安夜晚宴，絕對不會後悔我的決定。只有一個價格和“菜單”，但有一些選項，如湯，沙拉，主菜，甜點和飲料。隨附的是我選擇的照片 - 熏鴨沙拉，花椰菜湯，牛排和紅糖焦糖布丁（甜點）。我的飲料是碳酸酸奶飲料（紫色飲料）。一切都很棒！我唯一的疑問是，在主課程來臨之前，我已經滿員了！我會來另一個場合（價格也非常合理），但也許不適合日常用餐，因為數量太多了！,5,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,一如往常的好餐廳,2018/10/3,其實已經許久未踏足西堤，今次主要是小孩子想吃牛排，就想說再來吃吃，從一入門其實就感受到服務的熱誠，雖然過程中有點狀況，但都很完美的解決與處理，從價位來看也是相當的不錯，餐點的部分也是很真材實料，改天應該還會來訪,5,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,平價高尚,2018/9/2,只能說這家店非常厲害，雖然看起來份量不多，但是卻吃得很飽，且以500多元的價格可以吃到有沙拉、前菜、主餐、甜點、飲料，真的不錯。,4,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,CP值很高,2018/8/5,以500多元的價格可以吃到有沙拉、前菜、主餐、甜點、飲料，而且口味也不錯的餐點來說，真的非常的物超所值喔。,5,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,只飲咖啡,2018/6/30,沿途已經吃得太多，這次路過只能飲杯咖啡，可能是專程入來休息的關係，所飲的咖啡味道雖然較淡，但坐左成30分鍾後已經充滿力量，可以再去下一個景點。,3,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,期待_______。,2018/6/20,出張先__世話____、台__方_連____________。肉_____柔_____印象_強___。味_評判_____...更多,3,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,高雄中山店,高雄市新興區中山二路472號2樓,家庭聚餐,2018/5/14,西堤以套餐為主，全台分店很多，每次家族成員生日、長輩慶生，都以西堤為首選，店員服務親切，還能幫忙照相留念。,4,22.6203771,120.3023536
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,服務良好,2020/1/1,價格合理，用餐氣氛不錯，服務周到，反應迅速，好像是因為是元旦，所以趕著送餐，這就是西堤晚餐特有的特色,4,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,Fine Dining that is brisk and efficient,2019/12/28,This steak restaurant may not serve the best steaks but it is value for money as for reasonable price you...更多,4,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,Prima adres,2019/11/24,We hebben met 4 personen gegeten. Zeer gastvrij ontvangen door erg vriendelijk personeel. Een prima menu met veel keuze voor...更多,5,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,家庭聚餐，服務很好,2019/11/4,預定兩份經典套餐，同行的兩位小朋友會附贈爆米花、南瓜濃湯、茶水，服務很好。原塊牛排十分軟嫩，揪C烤雞份量足，口味則一般般。整體來說是聚餐的好選擇。,5,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,服務水準非常的高,2018/12/3,服務生的服務水準非常的高 也很熱心 都會詢問餐點是否足夠 若有不夠都會盡量在補給你 十分的用心 餐點的部分 不論是牛排或是餐前小點都做的很好吃 擺盤也很精緻 吃完覺得非常滿意,5,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,菜色越來越低成本,2018/11/4,幾次用餐的經驗覺得西堤的菜單越來越COST DOWN低價位開胃菜只剩一個凍，原先的優格鮮蝦只有中高價位的餐才有，其他的菜色亦都屬於填飽客人的麵包焗烤料理，實在讓人失望。,3,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,不錯的服務態度,2018/10/28,位於火車站前站，沒有專屬或合作停車場，只能停路邊收費停車格，餐廳整體環境還不錯，大部分都安排在二樓用餐，可以眺望中山公園，餐點都還可以接受，燉牛排富含牛筋，燉的軟爛適中，很好吃!!原味牛排我覺得還好，服務生真的很親切!,4,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,用餐環境好,2018/7/26,用餐環境不錯，服務人員的服務態度舉止也非常得體，但是牛排沒有以前那麼好吃，今年去過一次就不會再去了。,3,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,服務棒餐點棒,2018/2/11,這是第四次吃它了，服務ㄧ直都是相當的親切周到，有嬰兒或兒童同行也沒問題，每次我都點牛排5分熟，相當多汁軟嫩，下次還會再去。,5,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,花蓮國聯店,花蓮市花蓮市國聯一路173號,第一次不知該如何下標題,2018/1/19,先說優點：服務太棒了，親切有禮且真誠。餐點也很優質，這兩處我給滿分。缺點：這樣的價格也算高了，但用餐環境裡卻放任其他客人的小孩亂跑亂叫（不確定店內人員有無前去溝通過？）但或許不應該算在店家頭上，畢竟服務業難為。水杯是壓克力的，已經用到看得出使用痕跡，感覺有一些廉價。,4,23.9894257,23.9894257
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,家庭聚餐的好地方,2021/11/7,兩種沙拉清甜爽口，海鮮湯新鮮好喝，就連豬排都料理的軟嫩不材，鴨胸外皮酥脆內軟冰淇淋甜點飲料皆有水準以上的表現。,4,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,CP值高,2019/10/6,店內環境舒服，很適合和朋友聚會聊天，食物質素高，可免費加白飯，套餐包括開胃菜，沙拉，甜品，飲料，主菜，沙瓦，湯，非常有豐富。,5,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,很值得吃的西式套餐,2018/12/6,在王品集團的餐廳品牌裡，西堤是個人覺得CP值最高的套餐，也是我最常來的餐廳，服務人員的服務相當的熱情，此次與客人在此使用精選套餐，開胃品來的是海鮮香檳凍及优格鮮蝦時蔬，和上次又有創新改變的驚喜，前菜的焗烤蘑菇還是同前好吃，免費再追加，接著義式海鮮清湯清甜新鮮好吃，特殊的沙瓦_涼去味，也免費加了2次，主菜海陸_拼的魚加牛，口味都相...當的新鮮甜美好吃，甜點我還是選用喜歡的_淇淋，最後以_咖啡來提神，真是一次完美的商業午餐，客人相當的滿意。更多,5,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,Awesome dinner,2018/5/26,Recommend from friends.Must try if you wanted to have steak.Extremely full and tasty like its name. Specially recommend...更多,4,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,適合多留點時間享用餐點,2018/5/18,中午午休時間與朋友來慶生，各自點了魚＋牛及蔬食套餐，份量非常充足(其實對女生來說有點多)，味道不錯，可惜素食主餐只有pizza一種可選。如果沒有要求加快出餐，從點餐到全部吃完可能需1.5-2小時，想吃的人還是多留點時間比較不會太趕,4,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,遊客為主,2018/5/11,"作為遊客必到的食店之一,不過這間店大部分食客都係遊客為主,牛排令我印象深刻地美味絕倫, 食物處理的很好，價錢也算合理，份量不少，可以食到飽",4,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,遊台必食的餐廳,2018/4/16,每次來台灣也會想到訪西堤，今次農曆新年來台北，也搜尋台北的西堤，今次來重慶南店，再次點了鴨胸來試，真係很美味，所有前菜，餐前飲，主菜，甜品也沒有令我失望。,5,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,前菜更換菜色後較為失望,2018/4/11,菜單有點變更，以前一般套餐的前菜現在需要加購，取而代之的前菜令人失望；但主食部分的牛排依舊可口，但整體感覺沒有過往好了！,3,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,香港人遊台必試,2017/12/27,"價錢很划, 平均每個人消費HK$150, 食物質素高, 款式多, 食到好飽, 點菜後, 會有一位專責待應放下名片, 如果用餐期間有任何問題, 可找他. 當晚我和男朋友吃得太飽了, 最後要外帶甜品, 待應說要看看我們點的甜品可否外賣, 否則可轉其他甜品, 十分貼心",5,25.041988,25.041988
Tripadvisor,王品,西堤牛排,台北重慶南店,台北市中正區中正區重慶南路一段129號2樓,沒之前好吃了,2017/12/12,"西堤也是台塑集團的餐廳來這裡主要是跟客戶吃飯, 屬於中等價位, 可以有多樣選擇, 牛肉是我主要選的餐點, 婦上前菜及甜點很飽, 但總覺得少了點甚麼沒之前那麼好吃了",3,25.041988,25.041988
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,感覺送餐有點趕,2018/9/4,來這邊餐廳用餐可以用APP訂位付款，感覺還滿方便的。前菜送餐的速度感覺很趕，一道菜才剛剛放下餐具，馬上下一道就送上來了。除此之外服務和餐點味道都還不錯。,4,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,西堤服務好,2018/3/19,王品旗下的連鎖餐飲，西堤算中高價位的排餐，主要以服務品質最為重要，餐點用料也相實在新鮮，服務上對待未點餐的小朋友，都會提供點心相當的貼心，過生日時也都會給個甜點，幫人拍拍照，餐點方面牛排相當的甜嫩，熟度也控制的相當不錯，附餐也都很精緻好吃，餐廳有停車位但不多，很適合家庭聚餐的地方。,4,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,_______,2018/2/14,店__落______、人________、________感_______。__段_牛肉_____________580...更多,4,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,西堤,2017/12/15,王品旗下集團餐廳，很適合商務聚餐，王品的服務真的是沒話說，這裡空間很大，停車位不多，這家沒特別好吃或不好吃，就是西堤該有的品質,4,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,無奈,2017/11/21,吃那麼多次西堤、第一次吃到炸彈我點的是美國叻眼牛排五分熟...不是很有味道、也太熟 __ 像七分很愛吃美國牛、這次卻蠻失望的時蔬厚切嫩牛排超棒棒噠 __蠻推薦的服務人員都很好、很耐心、看我們都沒什麼吃有一直詢問、很感謝...,3,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,親切的服務生,2017/3/12,食物好吃服務很棒的店這次我們快兩點才到逼近 廚師下班時間服務生 快速幫我們協調出餐沒影響到我們的用餐服務非常棒！,5,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,服務不錯,2016/11/13,用餐很多次了，服務一直都不錯，餐點也不錯，他們的菜單內容有調整過，有些新的選擇蠻好吃的，不過，吵了一點!!桌子都蠻近的，隔壁聊天內容都聽的清楚!!,4,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,小孩很喜歡,2016/8/17,"西堤牛排一直是王品旗下很受歡迎的餐廳,帶小朋友去很適合,餐廳總是很貼心地為小朋友準備免費的濃湯和麵包,很適合家庭聚餐.",4,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,很棒的聚會場所,2016/7/19,個人覺得是彰化市相當適合跟朋友聚餐的地點，王品集團的服務一向有很好的評價，這家店的服務在水準之上。餐點好吃、座位寬敞舒服，每個人員都很親切有禮貌！,5,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,彰化四維店,彰化市彰化市四維路69巷68號,吵雜但服務態度佳,2016/7/5,"餐廳整體來說感覺還不錯,適合大大小小聚會,但大家都很大聲,如果當月生日的話會來拍照跟送一盤甜點,請先預約才有喔~~~~",3,24.0650881,24.0650881
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,_手頃_格,2019/10/5,留_____娘_、_______鴨肉_美味___言______行______。___料理_______、_______...更多,4,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,服務貼心！餐點多樣化,2019/8/25,服務貼心熱情，剛剛好的問候不會感到壓力！餐點選擇性豐富！雖然附近有很多的餐廳，但吃來吃去還是喜歡富國路的西堤__,5,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,滿不錯的聚餐選擇,2019/3/17,這家西堤的停車方便，西堤的服務同樣有一定的水準，上菜速度與服務人員都很不錯，餐點部份牛排鮮甜軟嫩，副餐也都很好吃很新鮮，價格上算中價位，滿不錯的聚餐選擇。,4,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,些微美中不足,2019/1/13,昨天突然很想吃溪堤，所以就和朋友當天訂位。當天吃飯。入座後，朋友向服務生反映他的椅子是黏的，請服務員幫他換一張新的，服務員也換了，順便送上了飲料，覺得服務態度非常不錯。,4,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,為著鴨胸而來,2018/6/26,"之前在台北淡水分店吃過它的鴨胸後念念不忘, 一知道來高雄後第一時間找這間店。鴨胸依然美味, 另外點了牛扒, 味道是不錯, 但吃下有根切不斷, 也很難咬開。侍應見狀幫忙也搞不定, 為我們更換了。這裡要一讚他們的侍應, 有留意食客的問題, 立即作出反應。",4,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,貼心服務,2018/5/14,每到重大節日幾乎一位難求，食材不錯、用餐環境相當舒適，就算人多也不影響服務品質，很適合情人或家庭聚餐。,4,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,服務用心的好餐廳,2018/4/5,利用清明佳節的最後幾天，約了幾個學生聊聊。這裡用餐氣氛佳，而且很放鬆，沒有絲毫的壓力，餐點也很精緻，希望學測的全上榜，指考戰士能拼出好成績。,5,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,熟程度掌握不好,2018/2/21,服務不錯，去的時候人不算多，不會說很吵，所以環境也還不錯餐點部分點的是嫩煎牛排，熟程度掌握不好，點七分來像五分洋芋沙拉不錯吃，紐奧良雞肉沙拉的雞肉就...普通湯品部分雞肉濃湯不錯，其他就...還好其他部分也蠻好的，基本上如果主餐的熟成度能掌握的好一些就不錯了,3,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,高雄市最好的西堤,2018/1/8,感覺是高雄市最好的西堤，食物的水準很不錯，讓人吃起來感到滿足。裝潢和氣氛也都讓人感覺很好。服務方面也做得不錯。,5,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,高雄富國店,高雄市左營區富國路302號,主餐ok其他部分有改進空間,2017/12/16,1.服務品質當然不錯2.餐廳環境尚算可，桌與桌的距離可在拉開點，可能是客滿關係覺的滿吵的 在來整理刀叉器具要改進，太大聲碰撞。3.主餐 牛排 ______。鴨胸還ok4.湯  -海鮮湯____。南瓜湯no good5.沙拉 洋芋沙拉個人覺的還不錯，雞胸凱撒沙拉尚可 雞胸so so~醬口感特別6.有個焗烤+麵包 這個就…...可改進7.開胃菜 尚可8.甜品沒有ok的 冰淇淋 蛋糕 奶酪…______9.飲料 咖啡一般般 ，熱的我點玫瑰森林個人喜愛。整體上，沒有以前好！！更多,3,22.6650993,120.3070883
Tripadvisor,王品,西堤牛排,中壢中山店,桃園市中壢區中山路99號2樓,生日聚餐,2020/9/21,餐點一樣美味服務一樣周道及用心 __新推出的飲料鳳梨酥有點妙 __ 如果是鳳梨汁可能好點 昨天才吃過原燒，差點誤以為集團的服務素質都下降了好在，今天有加分回來,4,24.9552963,121.2257856
Tripadvisor,王品,西堤牛排,中壢中山店,桃園市中壢區中山路99號2樓,久違的好味道 不變的服務品質,2019/2/24,最後一次到西堤用餐，好像是好幾年以前了，樓下的等侯區變精緻，二樓門口還有義式咖啡機可自行取用，上ㄧ次來好像還在點兩客主餐，因為孩子們長大了，今天升級到四客，價格微微上調，但是舊式禮卷不加價，我買了好幾本啊！這很重要，優惠活動很多，現場再決定你想要的付費方式，多了好多全新的品項，我們這次吃的是晚餐，我...和兒子還是點了經典款，我點了香煎鴨胸佐櫻桃紅酒醬，兒子點了原塊牛排，爸爸和姐姐嚐鮮，爸爸點了德國豬腳，姐姐點了牽拖起司牛排，因為太久沒有來了，當兒子和我的主餐上菜時，竟有驚豔的感覺，份量，不枉費我為了吃這ㄧ餐，故意不吃午餐了，兒子才國小四年級，可是掃光完自己的牛排，他可以ㄧ個人挑戰平價牛排館，安格斯牛排25盎司，食物的份量對成長中的孩子還蠻重要的，我的鴨胸ㄧ刀切下去，滲出微微血絲，切ㄧ塊，沾點櫻桃紅酒醬，放入口中，非常鮮嫩可口，而且所有的味道搭配的非常到味，讓食量超小的我，也忍不住ㄧ口接一口，雖然還是有打包，爸爸的德國豬腳，服務小姐ㄧ直過來確認口味，爸爸也是吃光光，大女兒還拿著爸爸主餐的豬腳ㄧ直啃，我們家常吃高級餐廳主打德國豬腳，我和爸爸也在德國萊茵河畔，吃過道地德國豬腳，雖然服務小姐很謙虛，說這不是她們家的強項，但真的不雷喔！大女兒的牽絲起司牛排，幾乎全數打包，因為她吃撐了，在上主菜以前，我們吃了優格鮮蝦蘆筍開味菜，大份量的燻鴨蘿美沙拉，孩子們點時令水果，伴隨的是優格冰淇淋，口感搭配的非常完美，湯品，我們全部都點義式海鮮清湯，料很多，海鮮很鮮，味道清甜，兒子點法式花菜濃湯，整杯打包，因為太豐盛了，麵包，無限量供應，有搭配ㄧ個小烤盤的沾醬，很好吃，因為我兒子很喜歡，共再加點了三份，ㄧ份兩個，都全部吃光光喔！飲料，爸爸點了熱飲纖盈香草茶，薄荷味很濃，很歐式，媽媽點了荔香彩蝶，以可爾必思當基底，酸酸甜甜，有紫色系的漸層，很夢幻，孩子們點了繽紛水果茶，也是紅色系漸層飲，很美，甜點我們全家都點巧克力袋冰淇淋，把熱巧克力袋戳破，淋在白色香草冰淇淋上，很美，服務人員很貼心，多送一球香草冰淇淋給我們家小妹妹，她也有專屬由餐廳免費提供的兒童餐，ㄧ碗，南瓜濃湯加一小條麵包條，ㄧ塊麵包，無限供應的爆米花，好像是好幾年以前了，樓下的等侯區變精緻，二樓門口還有義式咖啡機可自行取用，上ㄧ次來好像還在點兩客主餐，因為孩子們長大了，今天升級到四客，價格微微上調，但是舊式禮卷不加價，我買了好幾本啊！這很重要，優惠活動很多，現場再決定你想要的付費方式，多了好多全新的品項，我們這次吃的是晚餐，我...和兒子還是點了經典款，我點了香煎鴨胸佐櫻桃紅酒醬，兒子點了原塊牛排，爸爸和姐姐嚐鮮，爸爸點了德國豬腳，姐姐點了牽拖起司牛排，因為太久沒有來了，當兒子和我的主餐上菜時，竟有驚豔的感覺，份量，不枉費我為了吃這ㄧ餐，故意不吃午餐了，兒子才國小四年級，可是掃光完自己的牛排，他可以ㄧ個人挑戰平價牛排館，安格斯牛排25盎司，食物的份量對成長中的孩子還蠻重要的，我的鴨胸ㄧ刀切下去，滲出微微血絲，切ㄧ塊，沾點櫻桃紅酒醬，放入口中，非常鮮嫩可口，而且所有的味道搭配的非常到味，讓食量超小的我，也忍不住ㄧ口接一口，雖然還是有打包，爸爸的德國豬腳，服務小姐ㄧ直過來確認口味，爸爸也是吃光光，大女兒還拿著爸爸主餐的豬腳ㄧ直啃，我們家常吃高級餐廳主打德國豬腳，我和爸爸也在德國萊茵河畔，吃過道地德國豬腳，雖然服務小姐很謙虛，說這不是她們家的強項，但真的不雷喔！大女兒的牽絲起司牛排，幾乎全數打包，因為她吃撐了，在上主菜以前，我們吃了優格鮮蝦蘆筍開味菜，大份量的燻鴨蘿美沙拉，孩子們點時令水果，伴隨的是優格冰淇淋，口感搭配的非常完美，湯品，我們全部都點義式海鮮清湯，料很多，海鮮很鮮，味道清甜，兒子點法式花菜濃湯，整杯打包，因為太豐盛了，麵包，無限量供應，有搭配ㄧ個小烤盤的沾醬，很好吃，因為我兒子很喜歡，共再加點了三份，ㄧ份兩個，都全部吃光光喔！飲料，爸爸點了熱飲纖盈香草茶，薄荷味很濃，很歐式，媽媽點了荔香彩蝶，以可爾必思當基底，酸酸甜甜，有紫色系的漸層，很夢幻，孩子們點了繽紛水果茶，也是紅色系漸層飲，很美，甜點我們全家都點巧克力袋冰淇淋，把熱巧克力袋戳破，淋在白色香草冰淇淋上，很美，服務人員很貼心，多送一球香草冰淇淋給我們家小妹妹，她也有專屬由餐廳免費提供的兒童餐，ㄧ碗，南瓜濃湯加一小條麵包條，ㄧ塊麵包，無限供應的爆米花，,5,24.9552963,121.2257856
Tripadvisor,王品,西堤牛排,中壢中山店,桃園市中壢區中山路99號2樓,不算好的牛排,2019/1/31,王品集團服務環境沒話說，但身為牛排店，卻沒有提供最優質的牛排，有點說不過去。牛排軟爛沒有口感，並不能說是牛排專賣店。,2,24.9552963,121.2257856
Tripadvisor,王品,西堤牛排,中壢中山店,桃園市中壢區中山路99號2樓,服務佳,2018/7/23,是集團下的西餐廳。餐點不錯，有一定的水準。以這個價位來說算是中規中矩。服務人員的水準佳，總是可以關心到客人的需求。也適合家庭或朋友們的聚會。若有生日慶助的話，可以請服務人員協助，會有小小的驚喜。,4,24.9552963,121.2257856
Tripadvisor,王品,西堤牛排,中壢中山店,桃園市中壢區中山路99號2樓,慶生,2018/7/14,女兒懷念去年幫我慶生時有帶米老鼠髮箍，這次我生日也說要去西堤慶祝因為女兒不愛吃牛肉我點了風味烤雞女兒吃的嚇嚇叫，我覺得口味偏淡老公點起司辣牛排(8分）有中我的口感這次慶生，只有簡單唱歌，沒有給髮箍或頭飾之類的，女兒有點失望,4,24.9552963,121.2257856
Tripadvisor,王品,西堤牛排,中壢中山店,桃園市中壢區中山路99號2樓,餐點不錯,2018/6/19,餐點好吃，接待及服務人員態度佳、樂於助人。當天主要是為家人慶生，現場也有專人協助拍照留念，讓人感受到貼心誠摯的服務！,4,24.9552963,121.2257856
